FluxView - FluxMed acquisition system
Signal file
Serial Number	:
W version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
0.00391	-0.6	-450	15.4	19.3	-3.9	0.0	-19.3	0.0	
0.00781	-0.6	-450	15.5	19.4	-3.9	0.0	-19.4	0.0	
0.01172	-0.6	-450	15.5	19.4	-3.9	0.0	-19.4	0.0	
0.01562	-0.7	-450	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.01953	-0.6	-451	15.3	19.4	-4.1	0.0	-19.4	0.0	
0.02344	-0.5	-451	15.3	19.4	-4.1	0.0	-19.4	0.0	
0.02734	-0.6	-451	15.4	19.4	-4.0	0.0	-19.4	0.0	
0.03125	-0.5	-451	15.5	19.4	-3.9	0.0	-19.4	0.0	
0.03516	-0.5	-451	15.5	19.5	-4.0	0.0	-19.5	0.0	
0.03906	-0.7	-451	15.5	19.5	-4.0	0.0	-19.5	0.0	
0.04297	-0.6	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.04688	-0.4	-451	15.3	19.5	-4.2	0.0	-19.5	0.0	
0.05078	-0.5	-451	15.3	19.5	-4.2	0.0	-19.5	0.0	
0.05469	-0.8	-451	15.3	19.5	-4.2	0.0	-19.5	0.0	
0.05859	-0.7	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.06250	-0.6	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.06641	-0.8	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.07031	-0.6	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.07422	-0.4	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.07812	-0.5	-451	15.3	19.6	-4.3	0.0	-19.6	0.0	
0.08203	-0.6	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.08594	-0.6	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.08984	-0.7	-451	15.4	19.6	-4.2	0.0	-19.6	0.0	
0.09375	-0.6	-451	15.4	19.5	-4.1	0.0	-19.5	0.0	
0.09766	-0.4	-451	15.4	19.6	-4.2	0.0	-19.6	0.0	
0.10156	-0.5	-451	15.3	19.6	-4.3	0.0	-19.6	0.0	
0.10547	-0.6	-451	15.3	19.6	-4.3	0.0	-19.6	0.0	
0.10938	-0.5	-451	15.4	19.6	-4.2	0.0	-19.6	0.0	
0.11328	-0.6	-451	15.4	19.6	-4.2	0.0	-19.6	0.0	
0.11719	-0.5	-451	15.3	19.6	-4.3	0.0	-19.6	0.0	
0.12109	-0.4	-451	15.4	19.6	-4.2	0.0	-19.6	0.0	
0.12500	-0.6	-452	15.4	19.6	-4.2	0.0	-19.6	0.0	
0.12891	-0.7	-452	15.3	19.6	-4.3	0.0	-19.6	0.0	
0.13281	-0.6	-452	15.4	19.6	-4.2	0.0	-19.6	0.0	
0.13672	-0.6	-452	15.4	19.7	-4.3	0.0	-19.7	0.0	
0.14062	-0.6	-452	15.4	19.7	-4.3	0.0	-19.7	0.0	
0.14453	-0.7	-452	15.5	19.6	-4.1	0.0	-19.6	0.0	
0.14844	-0.6	-452	15.4	19.7	-4.3	0.0	-19.7	0.0	
0.15234	-0.7	-452	15.4	19.7	-4.3	0.0	-19.7	0.0	
0.15625	-0.7	-452	15.5	19.7	-4.2	0.0	-19.7	0.0	
0.16016	-0.7	-452	15.5	19.7	-4.2	0.0	-19.7	0.0	
0.16406	-0.7	-452	15.4	19.7	-4.3	0.0	-19.7	0.0	
0.16797	-0.7	-452	15.5	19.6	-4.1	0.0	-19.6	0.0	
0.17188	-0.6	-452	15.5	19.7	-4.2	0.0	-19.7	0.0	
0.17578	-0.6	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.17969	-0.7	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.18359	-0.7	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.18750	-0.7	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.19141	-0.7	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.19531	-0.5	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.19922	-0.6	-452	15.7	19.7	-4.0	0.0	-19.7	0.0	
0.20312	-0.7	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.20703	-0.5	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.21094	-0.5	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
0.21484	-0.6	-452	15.6	19.7	-4.1	0.0	-19.7	0.0	
