FluxView - FluxMed acquisition system
Signal file
Serial Number	:
W version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
0.00391	1.4	419	21.5	15.6	5.9	15.6	0.0	15.6	
0.00781	1.3	419	21.5	15.6	5.9	15.6	0.0	15.6	
0.01172	1.2	419	21.4	15.6	5.8	15.6	0.0	15.6	
0.01562	1.1	419	21.3	15.6	5.7	15.6	0.0	15.6	
0.01953	0.9	419	21.3	15.6	5.7	15.6	0.0	15.6	
0.02344	0.7	419	21.2	15.6	5.6	15.6	0.0	15.6	
0.02734	0.6	419	21.2	15.6	5.6	15.6	0.0	15.6	
0.03125	0.4	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.03516	0.3	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.03906	0.1	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.04297	0.0	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.04688	0.0	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.05078	-0.0	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.05469	-0.1	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.05859	-0.1	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.06250	-0.0	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.06641	-0.0	419	21.1	15.6	5.5	15.6	0.0	15.6	
0.07031	0.0	419	21.2	15.6	5.6	15.6	0.0	15.6	
0.07422	0.0	419	21.2	15.6	5.6	15.6	0.0	15.6	
0.07812	0.1	419	21.2	15.6	5.6	15.6	0.0	15.6	
0.08203	0.1	419	21.2	15.6	5.6	15.6	0.0	15.6	
0.08594	0.1	420	21.2	15.6	5.6	15.6	0.0	15.6	
0.08984	0.2	420	21.2	15.6	5.6	15.6	0.0	15.6	
0.09375	0.2	420	21.2	15.6	5.6	15.6	0.0	15.6	
0.09766	0.2	420	21.2	15.6	5.6	15.6	0.0	15.6	
0.10156	0.2	420	21.1	15.6	5.5	15.6	0.0	15.6	
0.10547	0.2	420	21.1	15.6	5.5	15.6	0.0	15.6	
0.10938	0.2	420	21.1	15.6	5.5	15.6	0.0	15.6	
0.11328	0.2	420	21.1	15.6	5.5	15.6	0.0	15.6	
0.11719	0.2	420	21.1	15.6	5.5	15.6	0.0	15.6	
0.12109	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.12500	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.12891	0.2	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.13281	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.13672	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.14062	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.14453	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.14844	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.15234	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.15625	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.16016	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.16406	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.16797	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.17188	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.17578	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.17969	0.1	420	21.1	15.7	5.4	15.7	0.0	15.7	
0.18359	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.18750	0.1	420	21.2	15.7	5.5	15.7	0.0	15.7	
0.19141	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.19531	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.19922	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.20312	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.20703	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.21094	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.21484	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.21875	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.22266	0.1	420	21.2	15.8	5.4	15.8	0.0	15.8	
0.22656	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.23047	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.23438	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.23828	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.24219	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.24609	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.25000	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.25391	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.25781	0.1	420	21.2	15.9	5.3	15.9	0.0	15.9	
0.26172	0.1	420	21.3	15.9	5.4	15.9	0.0	15.9	
0.26562	0.0	420	21.3	15.9	5.4	15.9	0.0	15.9	
0.26953	0.1	420	21.3	16.0	5.3	16.0	0.0	16.0	
0.27344	0.1	420	21.3	16.0	5.3	16.0	0.0	16.0	
0.27734	0.1	420	21.3	16.0	5.3	16.0	0.0	16.0	
0.28125	0.0	420	21.3	16.0	5.3	16.0	0.0	16.0	
0.28516	0.0	420	21.4	16.0	5.4	16.0	0.0	16.0	
0.28906	0.0	420	21.4	16.0	5.4	16.0	0.0	16.0	
0.29297	0.0	420	21.4	16.0	5.4	16.0	0.0	16.0	
0.29688	0.1	420	21.4	16.0	5.4	16.0	0.0	16.0	
0.30078	0.1	420	21.4	16.0	5.4	16.0	0.0	16.0	
0.30469	0.0	420	21.4	16.0	5.4	16.0	0.0	16.0	
0.30859	0.0	420	21.4	16.0	5.4	16.0	0.0	16.0	
0.31250	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.31641	0.0	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.32031	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.32422	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.32812	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.33203	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.33594	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.33984	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.34375	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.34766	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.35156	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.35547	0.2	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.35938	0.2	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.36328	0.2	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.36719	0.2	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.37109	0.2	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.37500	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.37891	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.38281	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.38672	0.1	420	21.5	16.0	5.5	16.0	0.0	16.0	
0.39062	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.39453	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.39844	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.40234	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.40625	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.41016	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.41406	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.41797	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.42188	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.42578	0.0	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.42969	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.43359	0.1	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.43750	0.0	420	21.5	15.9	5.6	15.9	0.0	15.9	
0.44141	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.44531	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.44922	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.45312	0.0	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.45703	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.46094	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.46484	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.46875	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.47266	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.47656	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.48047	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.48438	0.1	420	21.6	16.1	5.5	16.1	0.0	16.1	
0.48828	0.1	420	21.6	16.1	5.5	16.1	0.0	16.1	
0.49219	0.1	420	21.6	16.1	5.5	16.1	0.0	16.1	
0.49609	0.1	420	21.6	16.1	5.5	16.1	0.0	16.1	
0.50000	0.1	420	21.6	16.1	5.5	16.1	0.0	16.1	
0.50391	0.1	420	21.6	16.1	5.5	16.1	0.0	16.1	
0.50781	0.1	420	21.6	16.0	5.6	16.0	0.0	16.0	
0.51172	0.1	420	21.7	16.0	5.7	16.0	0.0	16.0	
0.51562	0.1	420	21.7	16.0	5.7	16.0	0.0	16.0	
0.51953	0.1	420	21.7	16.0	5.7	16.0	0.0	16.0	
0.52344	0.1	420	21.7	16.0	5.7	16.0	0.0	16.0	
0.52734	0.1	420	21.7	16.0	5.7	16.0	0.0	16.0	
0.53125	0.1	420	21.7	16.0	5.7	16.0	0.0	16.0	
0.53516	0.1	420	21.7	16.0	5.7	16.0	0.0	16.0	
0.53906	0.1	420	21.7	15.9	5.8	15.9	0.0	15.9	
0.54297	0.1	420	21.7	15.9	5.8	15.9	0.0	15.9	
0.54688	0.0	420	21.7	15.9	5.8	15.9	0.0	15.9	
0.55078	0.0	420	21.8	15.9	5.9	15.9	0.0	15.9	
0.55469	0.0	420	21.8	15.9	5.9	15.9	0.0	15.9	
0.55859	0.0	420	21.8	15.9	5.9	15.9	0.0	15.9	
0.56250	0.0	420	21.8	15.9	5.9	15.9	0.0	15.9	
0.56641	0.1	420	21.8	15.9	5.9	15.9	0.0	15.9	
0.57031	0.1	420	21.8	15.9	5.9	15.9	0.0	15.9	
0.57422	0.0	420	21.8	15.9	5.9	15.9	0.0	15.9	
0.57812	0.0	420	21.9	15.9	6.0	15.9	0.0	15.9	
0.58203	0.1	420	21.9	15.9	6.0	15.9	0.0	15.9	
0.58594	0.1	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.58984	0.1	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.59375	0.0	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.59766	0.0	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.60156	0.1	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.60547	0.1	420	22.0	15.8	6.2	15.8	0.0	15.8	
0.60938	0.1	420	22.0	15.8	6.2	15.8	0.0	15.8	
0.61328	0.1	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.61719	0.1	420	22.0	15.8	6.2	15.8	0.0	15.8	
0.62109	0.1	420	22.0	15.8	6.2	15.8	0.0	15.8	
0.62500	0.2	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.62891	0.1	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.63281	0.1	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.63672	0.2	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.64062	0.2	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.64453	0.2	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.64844	0.2	420	21.9	15.8	6.1	15.8	0.0	15.8	
0.65234	0.2	420	21.8	15.8	6.0	15.8	0.0	15.8	
0.65625	0.2	420	21.8	15.8	6.0	15.8	0.0	15.8	
0.66016	0.2	420	21.8	15.8	6.0	15.8	0.0	15.8	
0.66406	0.2	420	21.8	15.8	6.0	15.8	0.0	15.8	
0.66797	0.2	421	21.8	15.7	6.1	15.7	0.0	15.7	
0.67188	0.3	421	21.8	15.7	6.1	15.7	0.0	15.7	
0.67578	0.3	421	21.7	15.8	5.9	15.8	0.0	15.8	
0.67969	0.3	421	21.7	15.7	6.0	15.7	0.0	15.7	
0.68359	0.3	421	21.7	15.8	5.9	15.8	0.0	15.8	
0.68750	0.3	421	21.6	15.8	5.8	15.8	0.0	15.8	
0.69141	0.3	421	21.6	15.7	5.9	15.7	0.0	15.7	
0.69531	0.3	421	21.6	15.7	5.9	15.7	0.0	15.7	
0.69922	0.3	421	21.6	15.7	5.9	15.7	0.0	15.7	
0.70312	0.3	421	21.6	15.7	5.9	15.7	0.0	15.7	
0.70703	0.3	421	21.5	15.7	5.8	15.7	0.0	15.7	
0.71094	0.2	421	21.5	15.7	5.8	15.7	0.0	15.7	
0.71484	0.2	421	21.5	15.7	5.8	15.7	0.0	15.7	
0.71875	0.2	421	21.5	15.7	5.8	15.7	0.0	15.7	
0.72266	0.1	421	21.5	15.7	5.8	15.7	0.0	15.7	
0.72656	0.2	421	21.5	15.7	5.8	15.7	0.0	15.7	
0.73047	0.2	421	21.5	15.7	5.8	15.7	0.0	15.7	
0.73438	0.2	421	21.5	15.7	5.8	15.7	0.0	15.7	
0.73828	0.1	421	21.4	15.7	5.7	15.7	0.0	15.7	
0.74219	0.2	421	21.4	15.7	5.7	15.7	0.0	15.7	
0.74609	0.1	421	21.4	15.7	5.7	15.7	0.0	15.7	
