FluxView - FluxMed acquisition system
Signal file
Serial Number	:
W version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
0.00391	1.7	10868	19.3	14.5	4.8	6.2	-8.3	14.5	
0.00781	1.5	10869	19.2	14.5	4.7	6.2	-8.3	14.5	
0.01172	1.4	10869	19.2	14.5	4.7	6.2	-8.3	14.5	
0.01562	1.2	10869	19.1	14.5	4.6	6.2	-8.3	14.5	
0.01953	0.9	10869	19.1	14.5	4.6	6.2	-8.3	14.5	
0.02344	0.7	10869	19.1	14.5	4.6	6.2	-8.3	14.5	
0.02734	0.5	10869	19.1	14.5	4.6	6.2	-8.3	14.5	
0.03125	0.2	10869	19.1	14.5	4.6	6.2	-8.3	14.5	
0.03516	0.0	10869	19.1	14.5	4.6	6.2	-8.3	14.5	
0.03906	-0.1	10869	19.2	14.5	4.7	6.2	-8.3	14.5	
0.04297	-0.2	10869	19.2	14.5	4.7	6.2	-8.3	14.5	
0.04688	-0.3	10869	19.2	14.6	4.6	6.2	-8.4	14.6	
0.05078	-0.4	10869	19.3	14.6	4.7	6.2	-8.4	14.6	
0.05469	-0.4	10869	19.4	14.5	4.9	6.2	-8.3	14.5	
0.05859	-0.3	10869	19.4	14.5	4.9	6.2	-8.3	14.5	
0.06250	-0.3	10869	19.5	14.6	4.9	6.2	-8.4	14.6	
0.06641	-0.1	10869	19.5	14.6	4.9	6.2	-8.4	14.6	
0.07031	-0.1	10869	19.6	14.6	5.0	6.2	-8.4	14.6	
0.07422	0.0	10869	19.6	14.6	5.0	6.2	-8.4	14.6	
0.07812	0.1	10869	19.6	14.6	5.0	6.2	-8.4	14.6	
0.08203	0.1	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.08594	0.2	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.08984	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.09375	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.09766	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.10156	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.10547	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.10938	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.11328	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.11719	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.12109	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.12500	0.3	10869	19.7	14.6	5.1	6.2	-8.4	14.6	
0.12891	0.2	10869	19.7	14.7	5.0	6.2	-8.5	14.7	
0.13281	0.2	10869	19.7	14.7	5.0	6.2	-8.5	14.7	
0.13672	0.2	10869	19.7	14.7	5.0	6.2	-8.5	14.7	
0.14062	0.2	10869	19.7	14.7	5.0	6.2	-8.5	14.7	
0.14453	0.2	10869	19.8	14.7	5.1	6.2	-8.5	14.7	
0.14844	0.2	10869	19.8	14.7	5.1	6.2	-8.5	14.7	
0.15234	0.2	10869	19.8	14.7	5.1	6.2	-8.5	14.7	
0.15625	0.2	10869	19.8	14.7	5.1	6.2	-8.5	14.7	
0.16016	0.2	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.16406	0.2	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.16797	0.2	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.17188	0.2	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.17578	0.2	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.17969	0.2	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.18359	0.2	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.18750	0.3	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.19141	0.3	10869	20.0	14.7	5.3	6.2	-8.5	14.7	
0.19531	0.3	10869	20.0	14.7	5.3	6.2	-8.5	14.7	
0.19922	0.3	10869	20.0	14.7	5.3	6.2	-8.5	14.7	
0.20312	0.3	10869	20.0	14.7	5.3	6.2	-8.5	14.7	
0.20703	0.3	10869	20.0	14.7	5.3	6.2	-8.5	14.7	
0.21094	0.3	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.21484	0.3	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.21875	0.3	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.22266	0.3	10869	19.9	14.8	5.1	6.2	-8.6	14.8	
0.22656	0.3	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.23047	0.3	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.23438	0.3	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.23828	0.3	10869	19.9	14.7	5.2	6.2	-8.5	14.7	
0.24219	0.3	10869	19.9	14.8	5.1	6.2	-8.6	14.8	
0.24609	0.3	10869	19.9	14.8	5.1	6.2	-8.6	14.8	
0.25000	0.3	10869	19.9	14.8	5.1	6.2	-8.6	14.8	
0.25391	0.3	10869	19.9	14.8	5.1	6.2	-8.6	14.8	
0.25781	0.2	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.26172	0.3	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.26562	0.3	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.26953	0.3	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.27344	0.3	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.27734	0.3	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.28125	0.2	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.28516	0.2	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.28906	0.2	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.29297	0.2	10870	19.9	14.8	5.1	6.2	-8.6	14.8	
0.29688	0.2	10870	20.0	14.8	5.2	6.2	-8.6	14.8	
0.30078	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.30469	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.30859	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.31250	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.31641	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.32031	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.32422	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.32812	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.33203	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.33594	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.33984	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.34375	0.2	10870	20.1	14.9	5.2	6.2	-8.7	14.9	
0.34766	0.3	10870	20.1	14.9	5.2	6.2	-8.7	14.9	
0.35156	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.35547	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.35938	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.36328	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.36719	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.37109	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.37500	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.37891	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.38281	0.3	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.38672	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.39062	0.2	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.39453	0.1	10870	20.0	14.9	5.1	6.2	-8.7	14.9	
0.39844	-0.0	10870	20.1	14.9	5.2	6.2	-8.7	14.9	
0.40234	-0.1	10870	20.1	14.9	5.2	6.2	-8.7	14.9	
0.40625	-0.2	10870	20.1	14.9	5.2	6.2	-8.7	14.9	
0.41016	-0.3	10870	20.2	14.9	5.3	6.2	-8.7	14.9	
0.41406	-0.4	10870	20.2	14.9	5.3	6.2	-8.7	14.9	
0.41797	-0.4	10870	20.3	14.9	5.4	6.2	-8.7	14.9	
0.42188	-0.4	10870	20.4	14.9	5.5	6.2	-8.7	14.9	
0.42578	-0.5	10870	20.5	14.9	5.6	6.2	-8.7	14.9	
0.42969	-0.4	10870	20.5	14.9	5.6	6.2	-8.7	14.9	
0.43359	-0.3	10870	20.6	14.9	5.7	6.2	-8.7	14.9	
0.43750	-0.3	10870	20.6	14.9	5.7	6.2	-8.7	14.9	
0.44141	-0.2	10870	20.7	14.9	5.8	6.2	-8.7	14.9	
0.44531	-0.1	10870	20.7	14.9	5.8	6.2	-8.7	14.9	
0.44922	0.0	10870	20.8	14.9	5.9	6.2	-8.7	14.9	
0.45312	0.1	10870	20.8	14.9	5.9	6.2	-8.7	14.9	
0.45703	0.2	10870	20.8	14.9	5.9	6.2	-8.7	14.9	
0.46094	0.3	10870	20.8	14.9	5.9	6.2	-8.7	14.9	
0.46484	0.4	10870	20.8	14.9	5.9	6.2	-8.7	14.9	
0.46875	0.5	10870	20.8	14.9	5.9	6.2	-8.7	14.9	
0.47266	0.5	10870	20.8	15.0	5.8	6.2	-8.8	15.0	
0.47656	0.5	10870	20.7	15.0	5.7	6.2	-8.8	15.0	
0.48047	0.5	10870	20.7	15.0	5.7	6.2	-8.8	15.0	
0.48438	0.5	10870	20.7	15.0	5.7	6.2	-8.8	15.0	
0.48828	0.5	10870	20.6	15.0	5.6	6.2	-8.8	15.0	
0.49219	0.5	10870	20.6	15.0	5.6	6.2	-8.8	15.0	
0.49609	0.4	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.50000	0.4	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.50391	0.4	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.50781	0.3	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.51172	0.3	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.51562	0.3	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.51953	0.2	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.52344	0.2	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.52734	0.1	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.53125	0.1	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.53516	0.2	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.53906	0.2	10870	20.5	15.0	5.5	6.2	-8.8	15.0	
0.54297	0.2	10870	20.6	15.0	5.6	6.2	-8.8	15.0	
0.54688	0.2	10870	20.6	15.0	5.6	6.2	-8.8	15.0	
0.55078	0.2	10870	20.6	15.0	5.6	6.2	-8.8	15.0	
0.55469	0.2	10870	20.6	15.0	5.6	6.2	-8.8	15.0	
0.55859	0.3	10870	20.6	15.0	5.6	6.2	-8.8	15.0	
0.56250	0.3	10870	20.6	15.0	5.6	6.2	-8.8	15.0	
0.56641	0.4	10870	20.6	15.1	5.5	6.2	-8.9	15.1	
0.57031	0.3	10870	20.6	15.1	5.5	6.2	-8.9	15.1	
0.57422	0.3	10870	20.6	15.1	5.5	6.2	-8.9	15.1	
