FluxView - FluxMed acquisition system
Signal file
Serial Number	:
W version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
0.00391	2.8	15944	19.4	16.5	2.9	0.1	-16.4	0.0	
0.00781	3.0	15945	19.5	16.5	3.0	0.1	-16.4	0.0	
0.01172	2.9	15945	19.6	16.5	3.1	0.1	-16.4	0.0	
0.01562	2.8	15945	19.6	16.5	3.1	0.1	-16.4	0.0	
0.01953	2.5	15945	19.6	16.5	3.1	0.1	-16.4	0.0	
0.02344	2.4	15945	19.6	16.5	3.1	0.1	-16.4	0.0	
0.02734	2.6	15945	19.5	16.6	2.9	0.1	-16.5	0.0	
0.03125	2.5	15946	19.5	16.8	2.7	0.1	-16.7	0.0	
0.03516	2.4	15946	19.5	16.8	2.7	0.1	-16.7	0.0	
0.03906	2.3	15946	19.5	16.5	3.0	0.1	-16.4	0.0	
0.04297	2.1	15946	19.5	16.6	2.9	0.1	-16.5	0.0	
0.04688	2.1	15946	19.5	16.8	2.7	0.1	-16.7	0.0	
0.05078	1.9	15946	19.6	16.8	2.8	0.1	-16.7	0.0	
0.05469	1.4	15946	19.6	16.6	3.0	0.1	-16.5	0.0	
0.05859	0.9	15946	19.6	16.9	2.7	0.1	-16.8	0.0	
0.06250	0.5	15946	19.6	17.1	2.5	0.1	-17.0	0.0	
0.06641	0.1	15946	19.5	17.1	2.4	0.1	-17.0	0.0	
0.07031	0.0	15946	19.5	17.0	2.5	0.1	-16.9	0.0	
0.07422	0.0	15946	19.5	17.0	2.5	0.1	-16.9	0.0	
0.07812	0.0	15946	19.6	17.0	2.6	0.1	-16.9	0.0	
0.08203	0.0	15946	19.6	17.0	2.6	0.1	-16.9	0.0	
0.08594	0.0	15946	19.6	17.1	2.5	0.1	-17.0	0.0	
0.08984	0.0	15946	19.6	17.3	2.3	0.1	-17.2	0.0	
0.09375	0.0	15946	19.6	17.3	2.3	0.1	-17.2	0.0	
0.09766	0.0	15946	19.6	17.3	2.3	0.1	-17.2	0.0	
0.10156	0.3	15946	19.6	17.3	2.3	0.1	-17.2	0.0	
0.10547	0.3	15947	19.6	17.3	2.3	0.1	-17.2	0.0	
0.10938	0.3	15947	19.6	17.3	2.3	0.1	-17.2	0.0	
0.11328	0.1	15947	19.6	17.3	2.3	0.1	-17.2	0.0	
0.11719	0.0	15947	19.6	17.3	2.3	0.1	-17.2	0.0	
0.12109	0.0	15947	19.6	17.3	2.3	0.1	-17.2	0.0	
0.12500	0.1	15947	19.6	17.1	2.5	0.1	-17.0	0.0	
0.12891	0.6	15947	19.6	17.1	2.5	0.1	-17.0	0.0	
0.13281	1.1	15947	19.6	17.1	2.5	0.1	-17.0	0.0	
0.13672	1.6	15947	19.6	17.1	2.5	0.1	-17.0	0.0	
0.14062	2.0	15947	19.6	17.1	2.5	0.1	-17.0	0.0	
0.14453	1.8	15947	19.6	17.1	2.5	0.1	-17.0	0.0	
0.14844	1.4	15947	19.5	17.1	2.4	0.1	-17.0	0.0	
0.15234	1.0	15947	19.5	17.0	2.5	0.1	-16.9	0.0	
0.15625	0.4	15947	19.5	16.9	2.6	0.1	-16.8	0.0	
0.16016	0.0	15947	19.5	16.9	2.6	0.1	-16.8	0.0	
0.16406	0.0	15947	19.5	16.9	2.6	0.1	-16.8	0.0	
0.16797	0.0	15947	19.4	16.9	2.5	0.1	-16.8	0.0	
0.17188	0.0	15947	19.3	16.9	2.4	0.1	-16.8	0.0	
0.17578	0.5	15947	19.3	16.8	2.5	0.1	-16.7	0.0	
0.17969	1.3	15947	19.3	16.6	2.7	0.1	-16.5	0.0	
0.18359	2.1	15947	19.3	16.6	2.7	0.1	-16.5	0.0	
0.18750	2.8	15948	19.3	16.8	2.5	0.1	-16.7	0.0	
0.19141	3.0	15948	19.3	16.8	2.5	0.1	-16.7	0.0	
0.19531	3.0	15948	19.1	16.5	2.6	0.1	-16.4	0.0	
0.19922	2.8	15948	19.0	16.4	2.6	0.1	-16.3	0.0	
0.20312	2.5	15948	19.0	16.4	2.6	0.1	-16.3	0.0	
0.20703	2.1	15948	19.1	16.4	2.7	0.1	-16.3	0.0	
0.21094	1.8	15949	19.1	16.4	2.7	0.1	-16.3	0.0	
0.21484	1.4	15949	19.0	16.3	2.7	0.1	-16.2	0.0	
0.21875	1.1	15949	18.9	16.3	2.6	0.1	-16.2	0.0	
0.22266	0.9	15949	18.9	16.3	2.6	0.1	-16.2	0.0	
0.22656	0.8	15949	18.9	16.3	2.6	0.1	-16.2	0.0	
0.23047	0.9	15949	18.9	16.1	2.8	0.1	-16.0	0.0	
0.23438	0.8	15949	18.9	16.1	2.8	0.1	-16.0	0.0	
0.23828	0.5	15949	18.9	16.1	2.8	0.1	-16.0	0.0	
0.24219	0.4	15949	18.8	16.1	2.7	0.1	-16.0	0.0	
0.24609	0.5	15949	18.8	16.1	2.7	0.1	-16.0	0.0	
0.25000	0.6	15949	18.6	16.1	2.5	0.1	-16.0	0.0	
0.25391	0.4	15949	18.5	16.1	2.4	0.1	-16.0	0.0	
0.25781	0.3	15949	18.5	16.1	2.4	0.1	-16.0	0.0	
0.26172	0.4	15949	18.6	16.1	2.5	0.1	-16.0	0.0	
0.26562	0.4	15949	18.8	16.1	2.7	0.1	-16.0	0.0	
0.26953	0.4	15949	18.8	16.1	2.7	0.1	-16.0	0.0	
0.27344	0.4	15949	18.6	16.1	2.5	0.1	-16.0	0.0	
0.27734	0.4	15949	18.8	16.1	2.7	0.1	-16.0	0.0	
0.28125	0.3	15949	18.8	16.1	2.7	0.1	-16.0	0.0	
0.28516	0.1	15949	18.6	16.1	2.5	0.1	-16.0	0.0	
0.28906	0.0	15949	18.8	16.1	2.7	0.1	-16.0	0.0	
0.29297	0.0	15949	18.9	16.1	2.8	0.1	-16.0	0.0	
0.29688	0.0	15949	18.9	15.9	3.0	0.1	-15.8	0.0	
0.30078	0.3	15949	18.8	15.9	2.9	0.1	-15.8	0.0	
0.30469	1.1	15949	18.8	16.0	2.8	0.1	-15.9	0.0	
0.30859	2.1	15950	18.8	16.0	2.8	0.1	-15.9	0.0	
0.31250	2.6	15950	18.9	16.0	2.9	0.1	-15.9	0.0	
0.31641	2.3	15950	18.8	16.0	2.8	0.1	-15.9	0.0	
0.32031	1.3	15950	18.8	16.0	2.8	0.1	-15.9	0.0	
0.32422	0.5	15950	18.8	16.0	2.8	0.1	-15.9	0.0	
0.32812	0.0	15950	18.8	16.1	2.7	0.1	-16.0	0.0	
0.33203	-0.1	15950	18.6	16.4	2.2	0.1	-16.3	0.0	
0.33594	0.0	15950	18.8	16.4	2.4	0.1	-16.3	0.0	
0.33984	0.0	15950	18.9	16.4	2.5	0.1	-16.3	0.0	
0.34375	0.1	15950	18.9	16.4	2.5	0.1	-16.3	0.0	
