FluxView - FluxMed acquisition system
Signal file
Serial Number	:
W version:	1.20h-OX-CO2	File version:	1.13
Sampling rate:	256 Hz
Time	Flow	Volume	Paw	Pes	Ptpulm	Pga	Ptdiaf	CO2	
0.00391	0.4	499	19.2	21.6	-2.4	0.6	-21.0	21.6	
0.00781	0.5	499	19.2	21.6	-2.4	0.6	-21.0	21.6	
0.01172	0.5	499	19.2	21.5	-2.3	0.6	-20.9	21.5	
0.01562	0.6	499	19.1	21.5	-2.4	0.6	-20.9	21.5	
0.01953	0.6	499	19.1	21.5	-2.4	0.6	-20.9	21.5	
0.02344	0.5	499	19.1	21.5	-2.4	0.6	-20.9	21.5	
0.02734	0.5	499	19.0	21.4	-2.4	0.6	-20.8	21.4	
0.03125	0.4	499	19.0	21.4	-2.4	0.6	-20.8	21.4	
0.03516	0.3	499	19.0	21.4	-2.4	0.6	-20.8	21.4	
0.03906	0.2	499	19.0	21.4	-2.4	0.6	-20.8	21.4	
0.04297	0.2	499	19.0	21.4	-2.4	0.6	-20.8	21.4	
0.04688	0.1	499	18.9	21.3	-2.4	0.6	-20.7	21.3	
0.05078	-0.0	499	18.9	21.3	-2.4	0.6	-20.7	21.3	
0.05469	-0.1	499	18.9	21.3	-2.4	0.6	-20.7	21.3	
0.05859	-0.1	499	18.9	21.3	-2.4	0.6	-20.7	21.3	
0.06250	-0.1	499	19.0	21.3	-2.3	0.6	-20.7	21.3	
0.06641	-0.1	499	19.0	21.3	-2.3	0.6	-20.7	21.3	
0.07031	-0.2	499	19.0	21.3	-2.3	0.6	-20.7	21.3	
0.07422	-0.2	499	19.0	21.3	-2.3	0.6	-20.7	21.3	
0.07812	-0.2	499	19.0	21.3	-2.3	0.6	-20.7	21.3	
0.08203	-0.2	499	19.1	21.3	-2.2	0.6	-20.7	21.3	
0.08594	-0.1	499	19.1	21.3	-2.2	0.6	-20.7	21.3	
0.08984	-0.1	499	19.1	21.4	-2.3	0.6	-20.8	21.4	
0.09375	-0.1	499	19.1	21.4	-2.3	0.6	-20.8	21.4	
0.09766	-0.1	499	19.2	21.4	-2.2	0.6	-20.8	21.4	
0.10156	-0.0	499	19.2	21.4	-2.2	0.6	-20.8	21.4	
0.10547	0.0	499	19.2	21.4	-2.2	0.6	-20.8	21.4	
0.10938	0.0	499	19.2	21.4	-2.2	0.6	-20.8	21.4	
0.11328	0.0	499	19.2	21.4	-2.2	0.6	-20.8	21.4	
0.11719	0.1	499	19.2	21.4	-2.2	0.6	-20.8	21.4	
0.12109	0.1	499	19.2	21.4	-2.2	0.6	-20.8	21.4	
0.12500	0.1	499	19.2	21.4	-2.2	0.6	-20.8	21.4	
0.12891	0.2	499	19.1	21.4	-2.3	0.6	-20.8	21.4	
0.13281	0.3	499	19.1	21.4	-2.3	0.6	-20.8	21.4	
0.13672	0.2	499	19.1	21.4	-2.3	0.6	-20.8	21.4	
0.14062	0.3	499	19.0	21.3	-2.3	0.6	-20.7	21.3	
0.14453	0.3	499	19.0	21.3	-2.3	0.6	-20.7	21.3	
0.14844	0.3	499	19.0	21.3	-2.3	0.6	-20.7	21.3	
0.15234	0.3	499	18.9	21.3	-2.4	0.6	-20.7	21.3	
0.15625	0.3	499	18.9	21.3	-2.4	0.6	-20.7	21.3	
0.16016	0.3	499	18.8	21.2	-2.4	0.6	-20.6	21.2	
0.16406	0.2	499	18.8	21.2	-2.4	0.6	-20.6	21.2	
0.16797	0.1	499	18.8	21.2	-2.4	0.6	-20.6	21.2	
0.17188	0.0	499	18.8	21.2	-2.4	0.6	-20.6	21.2	
0.17578	-0.0	499	18.8	21.2	-2.4	0.6	-20.6	21.2	
0.17969	-0.1	499	18.8	21.2	-2.4	0.6	-20.6	21.2	
